$ bin/fm-orphan-sweep.sh --dry-run   # real box, default roots, read-only (2026-09-08T23:29:33Z)
orphan sweep: would have removed tmp entry /tmp/p.6a851fcd0ec07cd6 (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony9.err (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/gate.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony8.err (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony7.err (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponyA.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony9.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony8.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony6.err (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony-small.txt (20K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony7.out (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony5.err (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony6.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony5.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony4.err (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony4.out (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony3.err (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony3.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/branch.diff (92K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony2.err (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony2.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/gt (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/bun1314 (212M, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/doc-cpu-info.txt (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/doc-rss.txt (56K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/goo-serve.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/goo-serve.ts (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail6.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail5.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail4.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail3.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail2.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v.html (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-intent.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony8.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony7.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony6.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony5.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony4.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony3.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony2.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/test-diff.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/served.html (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/prbody.md (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/bdapi-test.log (272K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/after.txt (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/before.txt (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/hl2.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/seer-headless-profile (41M, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/digest.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/b2.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/b3.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t-fm-brief.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/doc-vmstat.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t2.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t1.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/doc-cpu2.txt (96K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/doc-cpu.txt (288K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/patch_tests.py (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/a2.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/d2.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/lint.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/bearings-snap.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/jiti (788K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/after-1440.png (512K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/before-1440.png (400K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t3.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/clippy.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/lint.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/b2.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/kimi.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/nvim.ubuntu (0, older than 2 days, nothing is using it)
orphan sweep: 1199 orphan(s) in total
exit=0
