$ bin/fm-orphan-sweep.sh --dry-run   # real box, default roots, read-only (2026-09-08T23:29:33Z)
orphan sweep: would have removed tmp entry /tmp/disposition-473.md (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit-473-comment.md (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/baseline.before.json (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t4.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit-473-report.md (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t3.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/sentry-log-proof.ts (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/backend-api-build.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rg2.bak (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/h_api.subliminal.inc.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/h_dashboard.subliminal.inc.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/h_internal.subliminal.inc.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/gt2 (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/base473 (15M, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/mc.bak (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rg.bak (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/TestRecoveryReportsOnlyExactNoncontiguousMissingSequenceRanges1100343874 (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/gh-usevars.md (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/gh-varconcept.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/TestArmAcceptsInitialReplayFrameBeforeReturning1396366889 (32K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/gh-expr.md (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/gh-vars.md (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/gh-contexts.md (52K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-gotest-final.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-gotest4.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-gotest3.log (32K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-gotest2.log (32K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm473go (36K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ns_solutions_github-actions_caching.md (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ns_architecture_storage_cache-volumes.md (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ns_reference_github-actions_runner-configuration.md (48K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ns_architecture_compute_machine-shapes.md (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ns_reference_github-actions_nscloud-cache-action.md (24K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ns_architecture_compute_windows.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ns_reference_github-actions_nscloud-checkout-action.md (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ns_architecture_compute_macos.md (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ns_solutions_github-actions_migration.md (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony-prompt2.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr475.diff (72K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ns-llms.txt (24K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ns-gha.html (324K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-gotest.log (32K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-shell.log (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-vet.log (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-buntest.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-typecheck.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-checkgen.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-install.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit-473.err (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit-473.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit-473-prompt.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm-473-audit-path (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit-473.log (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony-small.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/sxdir (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/body474.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony-manual.err (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony-manual.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony-prompt.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony474.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail475b.err (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail475b.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/baseline-main-stale.json (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr466-new.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr466-body.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail475.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/swiftbuild.log (72K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit475.out (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit475-prompt.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm472 (4.4M, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm453 (324K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm472-gates.log (272K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm472-gates.sh (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr60-comment3.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr-body-453.md (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/evidence-block.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail-prompt-posthog4.txt (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t5.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/nmlog.txt (24K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail-prompt-posthog3.txt (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t4.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/replay-proof (952K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponyA.err (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/authoredA.diff (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/gho.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/authored9.diff (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ci-isolate-body.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr60-comment2.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/authored8.diff (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail-out.log (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-seer-base (58M, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-seer-head (58M, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/tout-fm-teardown.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/tout-fm-bearings-snapshot.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/bearings.bak (36K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/authored7.diff (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/seer-ci-target (2.4M, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/authored6.diff (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pf.html (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/r.html (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/other.diff (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/td.diff (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/diff-prcheck-test.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/diff-brief-test.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t-prsec-f2.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/branchsnap (143M, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/mainsnap (143M, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/bdapi-test2.log (272K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail11.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony-diff6.patch (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t-prsec-f1.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail10.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony-diff5.patch (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/csa2.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/csa1.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail9.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony-diff4.patch (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/omp-worker-stderr-8mMs7d (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr61.md (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail8.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-om (15M, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/m_be2.log (160K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/post-rebase-2.log (84K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/control-parallel-loaded.log (176K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail7.log (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/m_b.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony-diff3.patch (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/m_l.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/m_be.log (184K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/post-rebase.log (172K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/before.sha (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/myfiles.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pi-bash-e0c9e9457a3f31b9.log (56K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony-diff2.patch (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-timeout-status.LA5FLf (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/wt.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pi-bash-cff4660dbbec7a6e.log (56K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pi-bash-9e2cd508a49655c1.log (56K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t-prsec-r3.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/uiport-ponytail-full.log (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/uiport-ponytail-full.start (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/uiport_full.diff (1.4M, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail5.err (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony-diff.patch (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/turso_redgreen_transcript.log (96K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/redgreen_runner.log (96K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/redgreen.sh (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-sanity.sh (204K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-triage-cases (436K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/kimi-td.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/kimi-only.test.sh (32K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/kimi-repro.sh (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/kimi.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/omp.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail4.err (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponyshim (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/job3.err (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/job3.log (120K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/empty-settings.json (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/turso_ponytail.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/uiport-ponytail.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t-prsec-r2.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/uiport_ours.diff (292K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/uiport_ours.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-timeout-status.Z5bobu (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/turso_clippy_mine.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pi-bash-f5375a8cc55ee478.log (56K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pi-bash-e1b2a4754d174cc8.log (288K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail3.err (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/watch-triage-full.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/uiport_prfiles.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail2.err (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ci-serial4.log (252K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t-prsec-r1.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/unit_test.log (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-lint-final.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/bdapi-install.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t-base-prsec.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/basecheck (15M, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pi-bash-bd25dbc8eb9421a0.log (56K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t-prsec-2.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-lint.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-sm-safety2.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fixed_corpus.log (892K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fixed_turso_corpus.log (172K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-sm-safety.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-pr-body-run.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t-prsec-1.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/smcheck.err (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/smcheck.out (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-pr-merge-run.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-teardown-run3.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/final-script-diff.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-teardown-run2.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/head-teardown.sh (128K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-teardown-run.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/baseline_corpus.log (896K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-teardown-fixed.sh (128K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/apply_tests.py (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/apply_fixes.py (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t-fm-pr-check-security.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t-fm-bearings-board.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/sqltest_build.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/repro.sql (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t-fm-bearings-snapshot.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/hdr (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/now.html (60K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/td-pl.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/int.html (60K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/int.hdr (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f121 (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f141 (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/liv.html (60K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/uiport-test2.log (196K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/diff-teardown-test.txt (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/diff-teardown.txt (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pi-bash-646a62b2def21e3b.log (52K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/gtest (160K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr131-body.md (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g.html (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/final-script.log (168K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr-body-bun14.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/uiport-test.log (60K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/b140-parallel-rev.log (172K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ds-probe (116K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/b140-isolate.log (168K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/org.chromium.Chromium.TmYszO (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/b1314-isolate.log (168K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/intent-pony.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/b140-parallel.log (172K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/uiport-clippy.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/b1314-parallel.log (172K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/uiport-pnpm.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/bun1314.zip (35M, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/inst-api.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/inst-auto.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/a288.txt (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/a287.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/uiport_mine_post.txt (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/baseline-parallel.log (176K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/uiport_master_blobs.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/uiport_master_files.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/uiport_mine_pre.txt (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-unattended.4LB47j (176K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/doc-rss3.txt (56K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/doc-cpu3.txt (92K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/doc-emerg-ls.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/turso_build.log (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony-r3.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t-bear.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/td-rebased.log (20K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/turso-contrib.md (24K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/turso-agents.md (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/conflicts2.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/mt.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-disclosure.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/bearings-snap-now.txt (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr60-comment.md (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtl3.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtl2.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtl1.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/authored5.diff (108K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/authored4.diff (108K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/authored3.diff (96K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/authored2.diff (360K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony (484K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/authored.diff (476K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony-cc.err (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony-cc.out (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail.err (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr-body-posthog.md (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail-prompt-posthog2.txt (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail-prompt-posthog.txt (32K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/p452.diff (88K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr_body.md (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pp6.txt (96K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/branch6.diff (92K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fe7.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/b7.log (4.0K, older than 2 days, nothing is using it)
